species;code
Pedicularis aloensis;extratropical
Pedicularis alopecuros;extratropical
Pedicularis altaica;extratropical
Pedicularis amoena;extratropical
Pedicularis anas;extratropical
Pedicularis angustifolia;extratropical
Pedicularis angustilabris;extratropical
Pedicularis angustiloba;extratropical
Pedicularis anthemifolia;extratropical
Pedicularis arctoeuropaea;extratropical
Pedicularis armata;extratropical
Pedicularis artselaeri;extratropical
Pedicularis ascendens;extratropical
Pedicularis asplenifolia;extratropical
Pedicularis attollens;extratropical
Pedicularis aurantiaca;extratropical
Pedicularis aurata;extratropical
Pedicularis axillaris;extratropical
Pedicularis batangensis;extratropical
Pedicularis bella;extratropical
Pedicularis bidentata;extratropical
Pedicularis bietii;extratropical
Pedicularis brachycrania;extratropical
Pedicularis brachyodonta;extratropical
Pedicularis brachystachys;extratropical
Pedicularis bracteosa;extratropical
Pedicularis brevilabris;extratropical
Pedicularis canadensis;extratropical
Pedicularis capitata;extratropical
Pedicularis centranthera;extratropical
Pedicularis cephalantha;extratropical
Pedicularis cernua;extratropical
Pedicularis chamissonis;extratropical
Pedicularis cheilanthifolia;extratropical
Pedicularis chenocephala;extratropical
Pedicularis chinensis;extratropical
Pedicularis cinerascens;extratropical
Pedicularis clarkei;extratropical
Pedicularis comosa;extratropical
Pedicularis compacta;extratropical
Pedicularis comptoniifolia;extratropical
Pedicularis confertiflora;extratropical
Pedicularis contorta;extratropical
Pedicularis corydaloides;extratropical
Pedicularis corymbifera;extratropical
Pedicularis cranolopha;extratropical
Pedicularis crenata;extratropical
Pedicularis crenulata;extratropical
Pedicularis cristatella;extratropical
Pedicularis croizatiana;extratropical
Pedicularis cryptantha;extratropical
Pedicularis curvituba;extratropical
Pedicularis cyathophylla;extratropical
Pedicularis cyathophylloides;extratropical
Pedicularis cymbalaria;extratropical
Pedicularis cystopteridifolia;extratropical
Pedicularis dasyantha;extratropical
Pedicularis dasystachys;extratropical
Pedicularis daucifolia;extratropical
Pedicularis davidii;extratropical
Pedicularis decora;extratropical
Pedicularis decorissima;extratropical
Pedicularis deltoidea;extratropical
Pedicularis densiflora;extratropical
Pedicularis densispica;extratropical
Pedicularis dichotoma;extratropical
Pedicularis diffusa;extratropical
Pedicularis dissectifolia;extratropical
Pedicularis dolichocymba;extratropical
Pedicularis duclouxii;extratropical
Pedicularis dudleyi;extratropical
Pedicularis dunniana;extratropical
Pedicularis elata;extratropical
Pedicularis elegans;extratropical
Pedicularis elongata;extratropical
Pedicularis elwesii;extratropical
Pedicularis fargesii;extratropical
Pedicularis fastigiata;extratropical
Pedicularis fengii;extratropical
Pedicularis fissa;extratropical
Pedicularis flammea;extratropical
Pedicularis flava;extratropical
Pedicularis floribunda;extratropical
Pedicularis foliosa;extratropical
Pedicularis franchetiana;extratropical
Pedicularis furbishiae;extratropical
Pedicularis galeata;extratropical
Pedicularis garckeana;extratropical
Pedicularis geosiphon;extratropical
Pedicularis glabra;extratropical
Pedicularis glabrescens;extratropical
Pedicularis globifera;extratropical
Pedicularis gracilis;extratropical
Pedicularis gracilituba;extratropical
Pedicularis graeca;extratropical
Pedicularis grandiflora;extratropical
Pedicularis groenlandica;extratropical
Pedicularis gruina;extratropical
Pedicularis gyroflexa;extratropical
Pedicularis gyrorhyncha;extratropical
Pedicularis hacquetii;extratropical
Pedicularis hemsleyana;extratropical
Pedicularis henryi;extratropical
Pedicularis hirsuta;extratropical
Pedicularis hoermanniana;extratropical
Pedicularis hoffmeisteri;extratropical
Pedicularis holocalyx;extratropical
Pedicularis howellii;extratropical
Pedicularis ikomai;extratropical
Pedicularis incarnata;extratropical
Pedicularis incurva;generalist
Pedicularis ingens;extratropical
Pedicularis insignis;extratropical
Pedicularis integrifolia;extratropical
Pedicularis kansuensis;extratropical
Pedicularis kaufmannii;extratropical
Pedicularis kerneri;extratropical
Pedicularis kiangsiensis;extratropical
Pedicularis kongboensis;extratropical
Pedicularis labradorica;extratropical
Pedicularis lachnoglossa;extratropical
Pedicularis lamioides;extratropical
Pedicularis lanata;extratropical
Pedicularis lanceolata;extratropical
Pedicularis langsdorffii;extratropical
Pedicularis lanpingensis;extratropical
Pedicularis lapponica;extratropical
Pedicularis lasiophrys;extratropical
Pedicularis lasiostachys;extratropical
Pedicularis legendrei;extratropical
Pedicularis likiangensis;extratropical
Pedicularis lineata;extratropical
Pedicularis longiflora;extratropical
Pedicularis longipes;extratropical
Pedicularis longistipitata;extratropical
Pedicularis lutescens;extratropical
Pedicularis lyrata;extratropical
Pedicularis macrorhyncha;extratropical
Pedicularis macrosiphon;extratropical
Pedicularis mandshurica;extratropical
Pedicularis mayana;extratropical
Pedicularis megalantha;extratropical
Pedicularis megalochila;extratropical
Pedicularis melampyriflora;extratropical
Pedicularis membranacea;extratropical
Pedicularis merrilliana;extratropical
Pedicularis metaszetschuanica;extratropical
Pedicularis mexicana;extratropical
Pedicularis microchila;extratropical
Pedicularis mixta;extratropical
Pedicularis mollis;extratropical
Pedicularis monbeigiana;extratropical
Pedicularis muscicola;extratropical
Pedicularis muscoides;extratropical
Pedicularis mussotii;extratropical
Pedicularis myriophylla;extratropical
Pedicularis nanchuanensis;extratropical
Pedicularis nasturtiifolia;extratropical
Pedicularis oederi;extratropical
Pedicularis oliveriana;extratropical
Pedicularis omiiana;extratropical
Pedicularis orizabae;extratropical
Pedicularis ornithorhyncha;extratropical
Pedicularis oxycarpa;extratropical
Pedicularis palustris;extratropical
Pedicularis pantlingii;extratropical
Pedicularis parryi;extratropical
Pedicularis parviflora;extratropical
Pedicularis pectinata;extratropical
Pedicularis pectinatiformis;extratropical
Pedicularis petitmenginii;extratropical
Pedicularis phaceliifolia;extratropical
Pedicularis pheulpinii;extratropical
Pedicularis physocalyx;extratropical
Pedicularis plicata;extratropical
Pedicularis polyodonta;extratropical
Pedicularis portenschlagii;extratropical
Pedicularis praeruptorum;extratropical
Pedicularis princeps;extratropical
Pedicularis procera;extratropical
Pedicularis przewalskii;extratropical
Pedicularis pseudocephalantha;extratropical
Pedicularis pseudoingens;extratropical
Pedicularis pseudomelampyriflora;extratropical
Pedicularis pseudosteiningeri;extratropical
Pedicularis pseudoversicolor;extratropical
Pedicularis pteridifolia;extratropical
Pedicularis punctata;extratropical
Pedicularis pyramidata;extratropical
Pedicularis pyrenaica;extratropical
Pedicularis racemosa;extratropical
Pedicularis recutita;extratropical
Pedicularis refracta;extratropical
Pedicularis remotiloba;extratropical
Pedicularis resupinata;extratropical
Pedicularis rex;extratropical
Pedicularis rhinanthoides;extratropical
Pedicularis rhodotricha;extratropical
Pedicularis rhynchodonta;extratropical
Pedicularis rhynchotricha;extratropical
Pedicularis roborowskii;extratropical
Pedicularis rosea;extratropical
Pedicularis rostratocapitata;extratropical
Pedicularis rostratospicata;extratropical
Pedicularis roylei;extratropical
Pedicularis rubens;extratropical
Pedicularis rudis;extratropical
Pedicularis rupicola;extratropical
Pedicularis salviiflora;extratropical
Pedicularis sceptrum-carolinum;extratropical
Pedicularis schizocalyx;extratropical
Pedicularis scolopax;extratropical
Pedicularis semenowii;extratropical
Pedicularis semibarbata;extratropical
Pedicularis semitorta;extratropical
Pedicularis shansiensis;extratropical
Pedicularis sibirica;extratropical
Pedicularis sibthorpii;extratropical
Pedicularis sima;extratropical
Pedicularis siphonantha;extratropical
Pedicularis smithiana;extratropical
Pedicularis sphaerantha;extratropical
Pedicularis spicata;extratropical
Pedicularis steiningeri;extratropical
Pedicularis stenocorys;extratropical
Pedicularis stewartii;extratropical
Pedicularis streptorhyncha;extratropical
Pedicularis striata;extratropical
Pedicularis sudetica;extratropical
Pedicularis superba;extratropical
Pedicularis sylvatica;extratropical
Pedicularis szetschuanica;extratropical
Pedicularis taliensis;extratropical
Pedicularis tatarinowii;extratropical
Pedicularis tatsienensis;extratropical
Pedicularis tenera;extratropical
Pedicularis tenuisecta;extratropical
Pedicularis tenuituba;extratropical
Pedicularis ternata;extratropical
Pedicularis thamnophila;extratropical
Pedicularis tibetica;extratropical
Pedicularis tongolensis;extratropical
Pedicularis torta;extratropical
Pedicularis transmorrisonensis;extratropical
Pedicularis triangularidens;extratropical
Pedicularis trichocymba;extratropical
Pedicularis trichoglossa;extratropical
Pedicularis tricolor;extratropical
Pedicularis tripinnata;extratropical
Pedicularis tristis;extratropical
Pedicularis tsaii;extratropical
Pedicularis tsekouensis;extratropical
Pedicularis tuberosa;extratropical
Pedicularis uliginosa;extratropical
Pedicularis uralensis;extratropical
Pedicularis urceolata;extratropical
Pedicularis vagans;extratropical
Pedicularis venusta;extratropical
Pedicularis verbenifolia;extratropical
Pedicularis veronicifolia;extratropical
Pedicularis verticillata;extratropical
Pedicularis vialii;extratropical
Pedicularis villosa;extratropical
Pedicularis wilhelmsiana;extratropical
Peliostomum calycinum;extratropical
Peliostomum leucorrhizum;extratropical
Peliostomum origanoides;extratropical
Peliostomum virgatum;extratropical
Peliostomum viscosum;extratropical
Peltanthera floribunda;tropical
Pennellianthus frutescens;extratropical
Penstemon abietinus;extratropical
Penstemon absarokensis;extratropical
Penstemon acaulis;extratropical
Penstemon acuminatus;extratropical
Penstemon alamosensis;extratropical
Penstemon albertinus;extratropical
Penstemon albidus;extratropical
Penstemon albomarginatus;extratropical
Penstemon ambiguus;extratropical
Penstemon ammophilus;extratropical
Penstemon amphorellae;extratropical
Penstemon anguineus;extratropical
Penstemon angustifolius;extratropical
Penstemon arenarius;extratropical
Penstemon arenicola;extratropical
Penstemon aridus;extratropical
Penstemon arkansanus;extratropical
Penstemon atropurpureus;extratropical
Penstemon attenuatus;extratropical
Penstemon atwoodii;extratropical
Penstemon auriberbis;extratropical
Penstemon australis;extratropical
Penstemon azureus;extratropical
Penstemon baccharifolius;extratropical
Penstemon barbatus;extratropical
Penstemon barnebyi;extratropical
Penstemon barrettiae;extratropical
Penstemon bicolor;extratropical
Penstemon bracteatus;extratropical
Penstemon breviculus;extratropical
Penstemon buckleyi;extratropical
Penstemon caesius;extratropical
Penstemon caespitosus;extratropical
Penstemon calcareus;extratropical
Penstemon californicus;extratropical
Penstemon calycosus;extratropical
Penstemon campanulatus;extratropical
Penstemon canescens;extratropical
Penstemon cardinalis;extratropical
Penstemon cardwellii;extratropical
Penstemon carnosus;extratropical
Penstemon caryi;extratropical
Penstemon cedrosensis;extratropical
Penstemon centranthifolius;extratropical
Penstemon cerrosensis;extratropical
Penstemon cinicola;extratropical
Penstemon clevelandii;extratropical
Penstemon cobaea;extratropical
Penstemon comarrhenus;extratropical
Penstemon compactus;extratropical
Penstemon concinnus;extratropical
Penstemon confertus;extratropical
Penstemon confusus;extratropical
Penstemon crandallii;extratropical
Penstemon cusickii;extratropical
Penstemon cyananthus;extratropical
Penstemon cyaneus;extratropical
Penstemon cyanocaulis;extratropical
Penstemon cyathophorus;extratropical
Penstemon dasyphyllus;extratropical
Penstemon davidsonii;extratropical
Penstemon deaveri;extratropical
Penstemon degeneri;extratropical
Penstemon deustus;extratropical
Penstemon digitalis;extratropical
Penstemon diphyllus;extratropical
Penstemon dissectus;extratropical
Penstemon distans;extratropical
Penstemon dolius;extratropical
Penstemon eatonii;extratropical
Penstemon elegantulus;extratropical
Penstemon ellipticus;extratropical
Penstemon eriantherus;extratropical
Penstemon euglaucus;extratropical
Penstemon eximius;extratropical
Penstemon fasciculatus;extratropical
Penstemon fendleri;extratropical
Penstemon filiformis;extratropical
Penstemon flavescens;extratropical
Penstemon floribundus;extratropical
Penstemon floridus;extratropical
Penstemon flowersii;extratropical
Penstemon fremontii;extratropical
Penstemon fruticiformis;extratropical
Penstemon fruticosus;extratropical
Penstemon gairdneri;extratropical
Penstemon galloensis;extratropical
Penstemon gentianoides;extratropical
Penstemon gibbensii;extratropical
Penstemon glaber;extratropical
Penstemon glandulosus;extratropical
Penstemon glaucinus;extratropical
Penstemon globosus;extratropical
Penstemon goodrichii;extratropical
Penstemon gormanii;extratropical
Penstemon gracilentus;extratropical
Penstemon gracilis;extratropical
Penstemon grahamii;extratropical
Penstemon grandiflorus;extratropical
Penstemon grinnellii;extratropical
Penstemon guadalupensis;extratropical
Penstemon hallii;extratropical
Penstemon harbourii;extratropical
Penstemon harringtonii;extratropical
Penstemon hartwegii;extratropical
Penstemon havardii;extratropical
Penstemon haydenii;extratropical
Penstemon henricksonii;extratropical
Penstemon heterodoxus;extratropical
Penstemon heterophyllus;extratropical
Penstemon hidalgensis;extratropical
Penstemon hirsutus;extratropical
Penstemon humilis;extratropical
Penstemon imberbis;extratropical
Penstemon immanifestus;extratropical
Penstemon incertus;extratropical
Penstemon isophyllus;extratropical
Penstemon jamesii;extratropical
Penstemon janishiae;extratropical
Penstemon kingii;extratropical
Penstemon labrosus;extratropical
Penstemon laetus;extratropical
Penstemon laevigatus;extratropical
Penstemon laevis;extratropical
Penstemon lanceolatus;extratropical
Penstemon laricifolius;extratropical
Penstemon laxiflorus;extratropical
Penstemon laxus;extratropical
Penstemon leiophyllus;extratropical
Penstemon lentus;extratropical
Penstemon leonardii;extratropical
Penstemon leonensis;extratropical
Penstemon linarioides;extratropical
Penstemon longiflorus;extratropical
Penstemon marcusii;extratropical
Penstemon mensarum;extratropical
Penstemon miniatus;extratropical
Penstemon minutifolius;extratropical
Penstemon miser;extratropical
Penstemon monoensis;extratropical
Penstemon montanus;extratropical
Penstemon moriahensis;extratropical
Penstemon multiflorus;extratropical
Penstemon murrayanus;extratropical
Penstemon nanus;extratropical
Penstemon navajoa;extratropical
Penstemon neomexicanus;extratropical
Penstemon neotericus;extratropical
Penstemon newberryi;extratropical
Penstemon nitidus;extratropical
Penstemon nudiflorus;extratropical
Penstemon oklahomensis;extratropical
Penstemon oliganthus;extratropical
Penstemon ophianthus;extratropical
Penstemon osterhoutii;extratropical
Penstemon ovatus;extratropical
Penstemon pachyphyllus;extratropical
Penstemon pallidus;extratropical
Penstemon palmeri;extratropical
Penstemon papillatus;extratropical
Penstemon parishii;extratropical
Penstemon parryi;extratropical
Penstemon parvus;extratropical
Penstemon patens;extratropical
Penstemon payettensis;extratropical
Penstemon paysoniorum;extratropical
Penstemon peckii;extratropical
Penstemon pennellianus;extratropical
Penstemon perfoliatus;extratropical
Penstemon perpulcher;extratropical
Penstemon personatus;extratropical
Penstemon petiolatus;extratropical
Penstemon pinifolius;extratropical
